# E2_bin_center  hist_tree  hist_soft  hist_hard  hist_hard_sum
1.302932e+03 3.178600e+04 3.109700e+04 6.250000e+02 5.760000e+02
1.312957e+03 3.161800e+04 3.088500e+04 6.110000e+02 5.520000e+02
1.322981e+03 3.166600e+04 3.083500e+04 6.280000e+02 6.410000e+02
1.333005e+03 3.134500e+04 3.090900e+04 6.300000e+02 5.990000e+02
1.343030e+03 3.147400e+04 3.085000e+04 6.940000e+02 5.610000e+02
1.353054e+03 3.131300e+04 3.079500e+04 6.390000e+02 5.790000e+02
1.363079e+03 3.125800e+04 3.087500e+04 6.450000e+02 6.240000e+02
1.373103e+03 3.134700e+04 3.094100e+04 6.650000e+02 6.100000e+02
1.383128e+03 3.155600e+04 3.094400e+04 6.340000e+02 6.220000e+02
1.393152e+03 3.125700e+04 3.072300e+04 6.570000e+02 6.570000e+02
1.403177e+03 3.148900e+04 3.083000e+04 6.630000e+02 6.350000e+02
1.413201e+03 3.146700e+04 3.091800e+04 6.250000e+02 6.500000e+02
1.423226e+03 3.154300e+04 3.047500e+04 6.890000e+02 6.490000e+02
1.433250e+03 3.105100e+04 3.041900e+04 6.260000e+02 6.480000e+02
1.443275e+03 3.118700e+04 3.057300e+04 6.800000e+02 6.490000e+02
1.453299e+03 3.132800e+04 3.051600e+04 7.130000e+02 6.370000e+02
1.463324e+03 3.097800e+04 3.052300e+04 7.190000e+02 6.900000e+02
1.473348e+03 3.094100e+04 3.039000e+04 6.680000e+02 6.410000e+02
1.483373e+03 3.089800e+04 3.017000e+04 6.970000e+02 6.980000e+02
1.493397e+03 3.084900e+04 3.009400e+04 6.900000e+02 7.160000e+02
1.503421e+03 3.072800e+04 3.025200e+04 7.310000e+02 7.290000e+02
1.513446e+03 3.051000e+04 3.021000e+04 7.660000e+02 7.080000e+02
1.523470e+03 3.059000e+04 2.981800e+04 6.850000e+02 7.180000e+02
1.533495e+03 3.064100e+04 3.032200e+04 6.800000e+02 6.960000e+02
1.543519e+03 3.028200e+04 2.984900e+04 7.180000e+02 7.150000e+02
1.553544e+03 3.051800e+04 2.952600e+04 7.000000e+02 7.130000e+02
1.563568e+03 3.027700e+04 2.956700e+04 6.950000e+02 7.090000e+02
1.573593e+03 3.026200e+04 2.910900e+04 7.170000e+02 7.180000e+02
1.583617e+03 3.001700e+04 2.966100e+04 6.540000e+02 6.650000e+02
1.593642e+03 3.018100e+04 2.941400e+04 7.340000e+02 7.340000e+02
1.603666e+03 3.004500e+04 2.915600e+04 7.270000e+02 7.790000e+02
1.613691e+03 2.984900e+04 2.887800e+04 7.420000e+02 7.680000e+02
1.623715e+03 2.984700e+04 2.929900e+04 7.310000e+02 7.370000e+02
1.633740e+03 2.991700e+04 2.872000e+04 7.330000e+02 7.460000e+02
1.643764e+03 2.968300e+04 2.877600e+04 7.480000e+02 7.770000e+02
1.653789e+03 2.939600e+04 2.845000e+04 7.440000e+02 7.680000e+02
1.663813e+03 2.929800e+04 2.840100e+04 6.870000e+02 7.720000e+02
1.673837e+03 2.897600e+04 2.845800e+04 7.230000e+02 7.950000e+02
1.683862e+03 2.935200e+04 2.834800e+04 7.060000e+02 7.250000e+02
1.693886e+03 2.899500e+04 2.787300e+04 7.970000e+02 7.460000e+02
1.703911e+03 2.885900e+04 2.834600e+04 7.630000e+02 8.850000e+02
1.713935e+03 2.864000e+04 2.791300e+04 7.320000e+02 7.690000e+02
1.723960e+03 2.878200e+04 2.798600e+04 6.890000e+02 7.850000e+02
1.733984e+03 2.835600e+04 2.766000e+04 7.170000e+02 7.160000e+02
1.744009e+03 2.844500e+04 2.773200e+04 6.600000e+02 7.700000e+02
1.754033e+03 2.845800e+04 2.741300e+04 7.300000e+02 7.800000e+02
1.764058e+03 2.792100e+04 2.724300e+04 7.170000e+02 7.390000e+02
1.774082e+03 2.800600e+04 2.718600e+04 7.410000e+02 7.800000e+02
1.784107e+03 2.769600e+04 2.686300e+04 7.090000e+02 7.510000e+02
1.794131e+03 2.764900e+04 2.665100e+04 7.740000e+02 7.870000e+02
1.804156e+03 2.737900e+04 2.639400e+04 6.710000e+02 7.580000e+02
1.814180e+03 2.723000e+04 2.657700e+04 6.920000e+02 7.700000e+02
1.824205e+03 2.676000e+04 2.636500e+04 7.170000e+02 7.870000e+02
1.834229e+03 2.699500e+04 2.601200e+04 6.590000e+02 7.350000e+02
1.844253e+03 2.674200e+04 2.579300e+04 6.800000e+02 8.070000e+02
1.854278e+03 2.667600e+04 2.553800e+04 7.100000e+02 7.530000e+02
1.864302e+03 2.642600e+04 2.572800e+04 6.970000e+02 7.880000e+02
1.874327e+03 2.631100e+04 2.521800e+04 7.260000e+02 7.880000e+02
1.884351e+03 2.615600e+04 2.517100e+04 7.090000e+02 8.000000e+02
1.894376e+03 2.570100e+04 2.494000e+04 7.520000e+02 7.630000e+02
1.904400e+03 2.555100e+04 2.507800e+04 7.330000e+02 8.300000e+02
1.914425e+03 2.546700e+04 2.486900e+04 7.070000e+02 7.470000e+02
1.924449e+03 2.502900e+04 2.435700e+04 7.300000e+02 8.380000e+02
1.934474e+03 2.478500e+04 2.399900e+04 7.030000e+02 8.500000e+02
1.944498e+03 2.478300e+04 2.377300e+04 7.040000e+02 7.620000e+02
1.954523e+03 2.477800e+04 2.354300e+04 6.850000e+02 8.050000e+02
1.964547e+03 2.408500e+04 2.334200e+04 6.640000e+02 7.530000e+02
1.974572e+03 2.394000e+04 2.321400e+04 6.630000e+02 7.860000e+02
1.984596e+03 2.371400e+04 2.299500e+04 7.000000e+02 7.540000e+02
1.994620e+03 2.356100e+04 2.280800e+04 6.560000e+02 7.720000e+02
2.004645e+03 2.331700e+04 2.259900e+04 6.160000e+02 7.370000e+02
2.014669e+03 2.306400e+04 2.230000e+04 6.940000e+02 7.350000e+02
2.024694e+03 2.290000e+04 2.211800e+04 6.530000e+02 7.600000e+02
2.034718e+03 2.271600e+04 2.180500e+04 6.480000e+02 7.480000e+02
2.044743e+03 2.237200e+04 2.152300e+04 6.540000e+02 7.250000e+02
2.054767e+03 2.208100e+04 2.136100e+04 6.560000e+02 7.300000e+02
2.064792e+03 2.165300e+04 2.071400e+04 6.340000e+02 7.260000e+02
2.074816e+03 2.141100e+04 2.054500e+04 5.810000e+02 7.080000e+02
2.084841e+03 2.123500e+04 2.033500e+04 5.780000e+02 6.830000e+02
2.094865e+03 2.089500e+04 2.025900e+04 5.800000e+02 6.910000e+02
2.104890e+03 2.054800e+04 1.982600e+04 6.150000e+02 7.390000e+02
2.114914e+03 2.037600e+04 1.927500e+04 5.800000e+02 6.780000e+02
2.124939e+03 1.998300e+04 1.924800e+04 5.660000e+02 7.000000e+02
2.134963e+03 1.966800e+04 1.902600e+04 5.840000e+02 6.660000e+02
2.144988e+03 1.945900e+04 1.878000e+04 5.470000e+02 6.910000e+02
2.155012e+03 1.930800e+04 1.826800e+04 5.480000e+02 6.450000e+02
2.165036e+03 1.882400e+04 1.781600e+04 5.690000e+02 6.600000e+02
2.175061e+03 1.840300e+04 1.765700e+04 5.400000e+02 6.400000e+02
2.185085e+03 1.814800e+04 1.738800e+04 5.400000e+02 6.610000e+02
2.195110e+03 1.770000e+04 1.711000e+04 5.570000e+02 6.460000e+02
2.205134e+03 1.761600e+04 1.685600e+04 5.600000e+02 6.430000e+02
2.215159e+03 1.677000e+04 1.640400e+04 5.200000e+02 6.210000e+02
2.225183e+03 1.671600e+04 1.629100e+04 5.190000e+02 6.840000e+02
2.235208e+03 1.622500e+04 1.583800e+04 4.830000e+02 5.990000e+02
2.245232e+03 1.584800e+04 1.553800e+04 4.980000e+02 6.230000e+02
2.255257e+03 1.563800e+04 1.493600e+04 5.130000e+02 5.920000e+02
2.265281e+03 1.558000e+04 1.474600e+04 4.520000e+02 5.670000e+02
2.275306e+03 1.495800e+04 1.422000e+04 4.560000e+02 5.340000e+02
2.285330e+03 1.465800e+04 1.410800e+04 4.840000e+02 5.760000e+02
2.295355e+03 1.408600e+04 1.352300e+04 4.440000e+02 5.610000e+02
2.305379e+03 1.390000e+04 1.322800e+04 4.350000e+02 5.320000e+02
2.315404e+03 1.339400e+04 1.296800e+04 4.450000e+02 5.490000e+02
2.325428e+03 1.299800e+04 1.236400e+04 3.810000e+02 5.130000e+02
2.335452e+03 1.252500e+04 1.219800e+04 3.840000e+02 5.050000e+02
2.345477e+03 1.210200e+04 1.174100e+04 3.840000e+02 5.200000e+02
2.355501e+03 1.203400e+04 1.134900e+04 3.830000e+02 4.520000e+02
2.365526e+03 1.165100e+04 1.105100e+04 3.540000e+02 4.610000e+02
2.375550e+03 1.115900e+04 1.068000e+04 3.650000e+02 4.380000e+02
2.385575e+03 1.080000e+04 1.046400e+04 3.730000e+02 4.710000e+02
2.395599e+03 1.040700e+04 9.785000e+03 3.570000e+02 4.460000e+02
2.405624e+03 1.007600e+04 9.489000e+03 3.060000e+02 4.490000e+02
2.415648e+03 9.704000e+03 9.249000e+03 3.330000e+02 4.100000e+02
2.425673e+03 9.365000e+03 9.032000e+03 3.040000e+02 4.010000e+02
2.435697e+03 8.998000e+03 8.613000e+03 2.770000e+02 3.720000e+02
2.445722e+03 8.417000e+03 8.172000e+03 2.860000e+02 4.020000e+02
2.455746e+03 8.348000e+03 7.886000e+03 2.570000e+02 3.460000e+02
2.465771e+03 7.894000e+03 7.395000e+03 2.500000e+02 3.470000e+02
2.475795e+03 7.483000e+03 7.127000e+03 2.490000e+02 3.270000e+02
2.485820e+03 7.035000e+03 6.699000e+03 2.470000e+02 3.330000e+02
2.495844e+03 6.942000e+03 6.348000e+03 2.070000e+02 2.800000e+02
2.505868e+03 6.206000e+03 5.900000e+03 2.350000e+02 2.780000e+02
2.515893e+03 5.872000e+03 5.595000e+03 1.890000e+02 2.640000e+02
2.525917e+03 5.483000e+03 5.255000e+03 1.790000e+02 2.660000e+02
2.535942e+03 5.257000e+03 4.995000e+03 1.550000e+02 2.290000e+02
2.545966e+03 4.772000e+03 4.485000e+03 1.450000e+02 2.190000e+02
2.555991e+03 4.438000e+03 4.302000e+03 1.540000e+02 2.120000e+02
2.566015e+03 4.212000e+03 4.088000e+03 1.580000e+02 2.050000e+02
2.576040e+03 3.883000e+03 3.571000e+03 9.800000e+01 1.760000e+02
2.586064e+03 3.658000e+03 3.330000e+03 1.140000e+02 1.540000e+02
